"","X","sensor_id","sensor_type","location","lat","lon","timestamp","P1","durP1","ratioP1","P2","durP2","ratioP2"
"1",1,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:01:02",44.83,NA,NA,18.3,NA,NA
"2",2,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:03:28",39.8,NA,NA,18.95,NA,NA
"3",3,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:05:53",37.5,NA,NA,18.98,NA,NA
"4",4,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:08:19",34.92,NA,NA,17.7,NA,NA
"5",5,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:10:44",35.13,NA,NA,18.73,NA,NA
"6",6,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:13:10",37.25,NA,NA,17.85,NA,NA
"7",7,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:15:36",37.42,NA,NA,18.85,NA,NA
"8",8,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:18:02",40.83,NA,NA,19.2,NA,NA
"9",9,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:20:28",39.35,NA,NA,19,NA,NA
"10",10,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:22:54",42.9,NA,NA,18.92,NA,NA
"11",11,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:25:20",36.63,NA,NA,18.55,NA,NA
"12",12,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:27:45",35.85,NA,NA,18.42,NA,NA
"13",13,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:30:11",43.05,NA,NA,19,NA,NA
"14",14,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:32:39",43.63,NA,NA,19.17,NA,NA
"15",15,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:35:08",42.53,NA,NA,18.67,NA,NA
"16",16,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:37:36",35.22,NA,NA,17.83,NA,NA
"17",17,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:40:03",40.75,NA,NA,19,NA,NA
"18",18,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:42:29",42.47,NA,NA,19.58,NA,NA
"19",19,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:44:55",39.13,NA,NA,18.98,NA,NA
"20",20,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:47:21",42.5,NA,NA,19.9,NA,NA
"21",21,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:49:46",39.3,NA,NA,20.13,NA,NA
"22",22,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:52:12",43.92,NA,NA,20.75,NA,NA
"23",23,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:54:39",39.15,NA,NA,20,NA,NA
"24",24,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:57:05",42.05,NA,NA,19.38,NA,NA
"25",25,34719,"SDS011",20946,52.51,13.318,"2021-09-29 00:59:30",42.58,NA,NA,19.83,NA,NA
"26",26,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:01:56",38.63,NA,NA,19.63,NA,NA
"27",27,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:04:22",37.7,NA,NA,19.83,NA,NA
"28",28,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:14:58",41.7,NA,NA,21.1,NA,NA
"29",29,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:17:30",41.28,NA,NA,20.52,NA,NA
"30",30,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:20:02",44.2,NA,NA,21.2,NA,NA
"31",31,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:25:06",50.1,NA,NA,20.35,NA,NA
"32",32,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:27:40",42.03,NA,NA,20.77,NA,NA
"33",33,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:30:06",43.6,NA,NA,20.92,NA,NA
"34",34,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:32:33",45.45,NA,NA,21.67,NA,NA
"35",35,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:34:58",40.8,NA,NA,20.67,NA,NA
"36",36,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:37:24",41.63,NA,NA,21.38,NA,NA
"37",37,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:39:50",44.25,NA,NA,20.42,NA,NA
"38",38,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:42:16",45.65,NA,NA,21.3,NA,NA
"39",39,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:44:41",43.67,NA,NA,21.6,NA,NA
"40",40,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:47:07",51.47,NA,NA,21.45,NA,NA
"41",41,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:49:34",41.97,NA,NA,19.55,NA,NA
"42",42,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:52:01",44.75,NA,NA,20.88,NA,NA
"43",43,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:54:30",43.72,NA,NA,20.38,NA,NA
"44",44,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:56:57",36.5,NA,NA,18.98,NA,NA
"45",45,34719,"SDS011",20946,52.51,13.318,"2021-09-29 01:59:23",35.55,NA,NA,20.02,NA,NA
"46",46,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:01:51",39.4,NA,NA,20.8,NA,NA
"47",47,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:04:18",42,NA,NA,20.13,NA,NA
"48",48,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:06:54",40.28,NA,NA,18.65,NA,NA
"49",49,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:09:22",42.28,NA,NA,19.67,NA,NA
"50",50,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:11:49",45.85,NA,NA,20.92,NA,NA
"51",51,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:14:15",40.4,NA,NA,20.35,NA,NA
"52",52,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:16:45",50.42,NA,NA,21.38,NA,NA
"53",53,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:19:15",47.4,NA,NA,22.23,NA,NA
"54",54,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:21:41",46.9,NA,NA,20.55,NA,NA
"55",55,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:24:07",46.1,NA,NA,20.13,NA,NA
"56",56,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:26:33",47.1,NA,NA,20.8,NA,NA
"57",57,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:28:59",40.67,NA,NA,20.42,NA,NA
"58",58,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:31:25",52.72,NA,NA,21.08,NA,NA
"59",59,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:33:51",48.8,NA,NA,21.5,NA,NA
"60",60,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:36:18",44.28,NA,NA,21.17,NA,NA
"61",61,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:38:44",42.83,NA,NA,20.5,NA,NA
"62",62,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:41:12",44.33,NA,NA,20.15,NA,NA
"63",63,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:43:38",44.83,NA,NA,19.9,NA,NA
"64",64,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:46:03",49.4,NA,NA,22.6,NA,NA
"65",65,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:48:30",43,NA,NA,21.3,NA,NA
"66",66,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:50:56",49.03,NA,NA,21.9,NA,NA
"67",67,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:53:21",42.78,NA,NA,20.63,NA,NA
"68",68,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:55:47",44.47,NA,NA,20.33,NA,NA
"69",69,34719,"SDS011",20946,52.51,13.318,"2021-09-29 02:58:13",39.72,NA,NA,18.58,NA,NA
"70",70,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:00:39",41.2,NA,NA,18.23,NA,NA
"71",71,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:03:04",31.95,NA,NA,16.38,NA,NA
"72",72,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:05:33",35.6,NA,NA,15.8,NA,NA
"73",73,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:07:58",33.92,NA,NA,16.3,NA,NA
"74",74,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:10:24",31.25,NA,NA,15.63,NA,NA
"75",75,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:12:49",32.95,NA,NA,15.95,NA,NA
"76",76,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:15:15",35.28,NA,NA,16.17,NA,NA
"77",77,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:17:40",37.4,NA,NA,16.5,NA,NA
"78",78,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:20:06",20.73,NA,NA,11.4,NA,NA
"79",79,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:22:32",22.42,NA,NA,11.98,NA,NA
"80",80,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:24:58",27.8,NA,NA,13.75,NA,NA
"81",81,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:27:24",30,NA,NA,14.05,NA,NA
"82",82,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:29:50",30.52,NA,NA,14.1,NA,NA
"83",83,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:32:15",28.48,NA,NA,13.48,NA,NA
"84",84,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:34:41",37.1,NA,NA,14.3,NA,NA
"85",85,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:37:06",34.33,NA,NA,15.27,NA,NA
"86",86,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:39:32",39.88,NA,NA,16.65,NA,NA
"87",87,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:41:57",39.5,NA,NA,16.77,NA,NA
"88",88,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:44:23",47.67,NA,NA,17.42,NA,NA
"89",89,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:46:48",44.58,NA,NA,18.9,NA,NA
"90",90,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:49:14",53.05,NA,NA,19.52,NA,NA
"91",91,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:51:39",49.03,NA,NA,19.95,NA,NA
"92",92,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:54:05",56.75,NA,NA,20.63,NA,NA
"93",93,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:56:30",61.45,NA,NA,23.42,NA,NA
"94",94,34719,"SDS011",20946,52.51,13.318,"2021-09-29 03:58:56",66.3,NA,NA,24.25,NA,NA
"95",95,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:01:21",66.53,NA,NA,25.42,NA,NA
"96",96,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:03:47",68.57,NA,NA,26.65,NA,NA
"97",97,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:06:12",76.57,NA,NA,27.45,NA,NA
"98",98,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:08:38",82.28,NA,NA,27.8,NA,NA
"99",99,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:11:03",99.9,NA,NA,32.22,NA,NA
"100",100,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:13:32",93.32,NA,NA,30.2,NA,NA
"101",101,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:15:58",80.75,NA,NA,27.27,NA,NA
"102",102,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:18:24",83.6,NA,NA,28.83,NA,NA
"103",103,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:20:50",91.47,NA,NA,28.92,NA,NA
"104",104,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:23:16",87.72,NA,NA,29.7,NA,NA
"105",105,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:25:41",90.88,NA,NA,30.25,NA,NA
"106",106,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:28:07",104.3,NA,NA,30.52,NA,NA
"107",107,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:30:33",105.15,NA,NA,31.33,NA,NA
"108",108,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:32:58",103.75,NA,NA,32.3,NA,NA
"109",109,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:35:25",105.93,NA,NA,31.1,NA,NA
"110",110,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:37:51",103.72,NA,NA,32.1,NA,NA
"111",111,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:40:17",98.25,NA,NA,31.55,NA,NA
"112",112,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:42:42",107.3,NA,NA,31.7,NA,NA
"113",113,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:45:08",105.5,NA,NA,30.85,NA,NA
"114",114,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:47:34",106.05,NA,NA,31.15,NA,NA
"115",115,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:49:59",114.25,NA,NA,31.75,NA,NA
"116",116,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:52:25",114.05,NA,NA,32.5,NA,NA
"117",117,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:54:51",129.65,NA,NA,33.22,NA,NA
"118",118,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:57:17",106.97,NA,NA,31.52,NA,NA
"119",119,34719,"SDS011",20946,52.51,13.318,"2021-09-29 04:59:43",115.4,NA,NA,32.03,NA,NA
"120",120,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:02:09",117.13,NA,NA,31.38,NA,NA
"121",121,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:04:36",115.13,NA,NA,32.9,NA,NA
"122",122,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:07:03",116.95,NA,NA,31.9,NA,NA
"123",123,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:09:29",115.72,NA,NA,32.38,NA,NA
"124",124,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:11:59",105.3,NA,NA,31.67,NA,NA
"125",125,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:14:40",109,NA,NA,29.63,NA,NA
"126",126,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:17:05",103.88,NA,NA,30.77,NA,NA
"127",127,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:19:31",96.5,NA,NA,28.5,NA,NA
"128",128,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:21:57",94.47,NA,NA,28.58,NA,NA
"129",129,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:24:22",103.1,NA,NA,30.58,NA,NA
"130",130,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:26:48",109.95,NA,NA,32.2,NA,NA
"131",131,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:29:14",106.4,NA,NA,31.67,NA,NA
"132",132,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:31:42",108.15,NA,NA,31.55,NA,NA
"133",133,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:34:08",104.18,NA,NA,31.15,NA,NA
"134",134,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:36:33",99.25,NA,NA,30.17,NA,NA
"135",135,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:38:59",90.43,NA,NA,29.9,NA,NA
"136",136,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:41:24",92.35,NA,NA,30.6,NA,NA
"137",137,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:43:50",94.5,NA,NA,29.1,NA,NA
"138",138,34719,"SDS011",20946,52.51,13.318,"2021-09-29 05:46:15",83.9,NA,NA,27.35,NA,NA
